country,countrycode,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
NETHERLANDS,NLD,1.44,0.37,4,100,74.64,100,1.51,0.34,4,100,78.95,100,1.67,0.3,5,100,87.56,100,1.21,0.28,6,93.27,71.77,100,1.14,0.28,6,87.5,68.42,99.52,1,0.28,7,80.77,64.11,98.56,0.94,0.27,7,78.85,63.16,95.69,0.88,0.26,7,75,60.29,95.22,0.78,0.26,7,73.56,57.42,93.3,0.86,0.26,7,77.99,59.05,95.71,0.91,0.24,8,80.57,64.15,93.87,0.91,0.24,8,79.72,64.79,92.96,1.1,0.24,9,87.26,69.01,98.59,1.17,0.22,9,90.52,71.7,99.06,1.12,0.22,9,89.57,68.87,99.06,1.05,0.2,9,85.92,70.53,97.58
NETHERLANDS ANTILLES (FORMER),ANT,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.72,0.44,1,72.6,45.93,98.56,0.87,0.38,2,75.96,55.02,99.52,1.16,0.37,2,90.87,63.16,100,1.15,0.35,2,91.83,66.99,100,1.16,0.34,2,91.87,67.62,100,0.92,0.34,2,81.99,57.08,99.06,1.05,0.36,2,86.32,62.44,100,1.28,0.34,2,93.4,69.01,99.53,1.16,0.31,2,89.57,68.4,99.53,0.72,0.41,1,67.77,47.64,97.64,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
NEW CALEDONIA,NCL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.17,0.57,1,40.87,17.22,68.42,-0.19,0.59,1,40.87,13.88,70.81,-0.2,0.55,1,37.5,14.83,70.33,-0.17,0.56,1,38.76,14.76,71.43,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.19,0.59,1,39.15,13.62,71.36,-0.18,0.5,1,40.09,17.37,68.08,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
NEW ZEALAND,NZL,1.25,0.37,4,93.75,64.59,100,1.23,0.34,4,94.23,69.86,100,1.27,0.3,5,94.23,72.25,100,1.24,0.28,6,94.71,72.73,100,1.16,0.28,6,89.42,69.38,99.52,1.47,0.28,7,99.04,81.82,100,1.21,0.27,7,89.9,68.42,100,1.2,0.24,8,92.31,71.29,100,1.21,0.24,8,93.75,75.12,100,1.12,0.24,8,89,70.95,100,1.03,0.24,8,86.26,69.34,95.28,1.22,0.24,8,91.04,76.06,99.53,1.37,0.24,9,97.64,81.22,99.53,1.36,0.22,9,97.16,81.6,99.53,1.45,0.22,9,98.58,86.32,99.53,1.49,0.2,9,99.03,90.82,99.52
NICARAGUA,NIC,-0.61,0.37,4,25.48,12.44,45.45,-0.57,0.34,4,27.4,14.35,44.02,-0.13,0.33,4,39.42,26.32,62.2,-0.15,0.3,5,41.83,25.36,57.42,-0.39,0.29,5,33.17,22.01,47.37,-0.35,0.28,6,32.69,21.53,50.24,-0.32,0.28,6,36.06,23.92,52.15,-0.26,0.27,6,37.5,25.36,52.63,-0.09,0.26,6,39.42,27.27,56.46,-0.21,0.26,6,36.84,25.24,52.38,-0.33,0.24,7,33.65,22.17,48.11,-0.51,0.24,7,27.36,19.72,42.72,-0.28,0.24,7,38.68,25.35,50.7,-0.37,0.22,8,36.49,22.64,44.34,-0.26,0.23,8,37.91,25.47,50.94,-0.05,0.2,8,44.17,30.92,57.49
NIGER,NER,-0.11,0.43,3,43.75,20.57,63.64,-0.42,0.38,3,30.77,16.75,54.07,0,0.4,3,45.19,26.32,68.9,-0.25,0.4,3,37.98,19.14,59.81,0.01,0.33,3,41.83,28.23,64.11,-0.52,0.32,4,28.37,17.7,45.93,-0.48,0.32,4,30.77,17.7,47.85,-0.23,0.28,5,39.42,25.36,53.59,-0.46,0.27,5,28.85,18.66,43.06,-0.67,0.27,5,23.92,13.81,36.19,-1.16,0.25,6,14.69,8.49,22.17,-1.18,0.25,6,12.74,7.98,22.54,-0.87,0.25,6,19.81,12.21,31.46,-1.16,0.24,6,14.69,6.6,22.17,-1.32,0.24,6,9,6.13,18.4,-1.27,0.22,6,9.22,7.73,16.43
NIGERIA,NGA,-1.17,0.37,4,13.46,6.22,26.79,-0.69,0.34,4,24.52,12.44,39.23,-1.52,0.33,4,8.65,2.87,18.66,-1.7,0.3,5,7.21,1.91,16.27,-1.65,0.29,5,5.77,2.87,15.79,-1.72,0.28,6,4.81,2.87,13.4,-1.65,0.28,6,6.25,2.39,14.83,-2.04,0.25,7,2.88,0.96,8.61,-2.01,0.24,7,3.85,1.44,8.61,-1.86,0.24,7,5.26,2.38,10,-1.95,0.24,7,4.27,1.89,8.49,-2.19,0.24,7,3.3,1.41,4.69,-1.95,0.24,8,3.3,2.35,6.1,-2.06,0.22,8,3.32,1.42,5.66,-2.08,0.23,8,3.79,1.89,6.13,-2.11,0.2,8,5.34,3.38,6.76
NIUE,NIU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.28,0.68,1,93.84,50.47,100,1.45,0.59,1,96.7,63.85,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
NORWAY,NOR,1.38,0.37,4,99.52,71.77,100,1.36,0.34,4,98.56,73.21,100,1.45,0.3,5,96.63,78.47,100,1.52,0.28,6,98.08,84.69,100,1.18,0.28,6,90.38,69.38,99.52,1.18,0.28,7,91.83,72.73,100,1.28,0.27,7,92.31,71.77,100,1.21,0.24,8,93.27,71.29,100,1.13,0.24,8,89.42,71.77,100,1.25,0.24,8,95.22,76.19,100,1.24,0.24,8,91.94,77.36,100,1.31,0.24,8,93.87,79.81,100,1.33,0.24,9,95.28,76.06,99.53,1.31,0.22,9,93.84,78.77,99.53,1.33,0.22,9,94.79,78.77,99.53,1.13,0.2,9,90.29,73.91,98.07
OMAN,OMN,0.8,0.37,4,72.12,53.59,99.52,0.76,0.34,4,71.63,53.11,96.17,1.03,0.33,4,80.77,65.07,99.04,0.82,0.31,4,75.96,56.94,95.22,1.02,0.3,4,84.13,62.68,99.04,1.07,0.29,5,84.13,65.07,99.52,0.92,0.29,5,77.88,59.81,96.17,0.82,0.28,5,71.63,55.98,95.22,0.91,0.26,6,78.85,61.72,96.17,0.92,0.26,6,78.47,61.43,96.67,0.8,0.24,7,74.41,59.43,90.57,0.59,0.24,7,66.98,52.11,82.63,0.42,0.24,7,61.32,48.36,70.42,0.45,0.23,7,61.14,48.58,73.11,0.45,0.23,7,62.09,50,71.23,0.66,0.21,7,67.96,57.97,83.57
PAKISTAN,PAK,-1.21,0.37,4,12.5,5.74,25.84,-1.18,0.34,4,13.46,7.66,25.84,-1.14,0.33,4,14.42,7.66,27.27,-1.7,0.31,4,5.77,1.44,16.27,-1.58,0.29,5,7.69,3.83,18.66,-1.56,0.28,6,6.73,3.83,15.79,-1.76,0.28,6,5.29,1.44,11.48,-2.04,0.25,7,2.4,0.96,8.61,-2.43,0.24,7,0.96,0.48,3.83,-2.57,0.24,7,0.96,0.48,2.38,-2.63,0.24,7,1.42,0.47,2.36,-2.67,0.24,7,0.47,0.47,2.35,-2.81,0.24,8,0.47,0,1.88,-2.69,0.22,8,0.95,0,2.36,-2.6,0.23,8,0.95,0,2.83,-2.44,0.2,8,3.4,0,5.8
PALAU,PLW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.2,0.57,1,94.71,54.07,100,1.15,0.61,1,88.94,51.2,100,1.08,0.64,1,86.06,47.37,100,1.08,0.66,1,86.06,45.93,100,1.12,0.66,1,88.94,44.02,100,1.04,0.68,1,85.17,40.95,100,1.47,0.55,2,99.05,65.57,100,1.54,0.48,2,99.06,71.36,100,1.09,0.61,1,86.32,49.77,100,1.06,0.64,1,86.73,45.28,100,1.1,0.6,1,88.15,50.94,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PANAMA,PAN,0.05,0.37,4,47.6,27.27,66.51,0.26,0.34,4,55.77,33.01,73.21,0.17,0.33,4,52.88,33.49,70.81,0.23,0.3,5,52.88,37.8,69.86,0.04,0.29,5,44.23,30.62,62.68,0.09,0.28,6,49.04,32.06,64.11,-0.18,0.28,6,39.9,27.27,55.98,-0.07,0.27,6,43.75,29.67,58.37,-0.04,0.26,6,41.83,28.71,58.37,-0.08,0.26,6,40.67,28.57,57.14,0.04,0.24,7,46.45,32.08,61.32,-0.11,0.24,7,42.45,27.23,55.4,-0.03,0.24,7,46.7,32.39,59.62,-0.16,0.22,8,39.81,29.25,53.3,-0.13,0.23,8,41.71,28.77,56.6,0.1,0.2,8,50.97,35.27,60.39
PAPUA NEW GUINEA,PNG,-0.81,0.37,4,20.67,8.61,39.71,-0.24,0.34,4,36.06,21.53,56.94,-0.33,0.33,4,34.13,19.62,54.55,-0.63,0.31,4,25.96,16.27,42.11,-0.61,0.3,4,27.4,18.66,39.71,-0.61,0.29,5,25,16.27,39.71,-0.97,0.29,5,19.71,8.13,29.19,-0.9,0.28,5,20.19,11.96,31.1,-0.78,0.27,5,20.67,12.44,33.49,-0.63,0.27,5,25.36,15.71,38.1,-0.81,0.27,5,20.38,13.21,32.08,-0.84,0.27,5,21.23,10.8,32.39,-0.78,0.26,5,20.75,13.15,35.68,-0.62,0.25,5,25.59,17.45,39.15,-0.55,0.25,5,27.49,18.4,41.51,-0.33,0.22,5,33.01,23.19,46.86
PARAGUAY,PRY,-0.59,0.37,4,25.96,12.92,46.41,-0.83,0.34,4,20.19,10.53,33.49,-1.09,0.33,4,15.87,8.13,28.71,-1.3,0.3,5,13.94,4.78,22.97,-0.79,0.29,5,24.52,13.88,35.41,-0.53,0.28,6,27.88,19.14,43.54,-0.65,0.28,6,26.92,17.22,39.71,-0.74,0.27,6,24.04,13.88,33.97,-0.68,0.26,6,24.04,14.83,36.36,-0.68,0.26,6,23.44,13.81,35.71,-0.87,0.24,7,19.91,13.21,30.19,-0.81,0.24,7,22.17,12.68,31.92,-0.67,0.24,7,25.94,16.43,38.97,-0.83,0.23,7,20.85,12.74,32.55,-0.69,0.23,7,23.7,16.04,36.79,-0.2,0.21,7,38.35,26.57,52.66
PERU,PER,-1.09,0.37,4,16.35,6.7,29.67,-0.6,0.34,4,25.96,13.88,43.06,-1.1,0.33,4,15.38,8.13,28.71,-1.05,0.3,5,18.27,10.53,27.27,-1.2,0.29,5,14.9,5.74,25.36,-1,0.28,6,18.75,7.66,27.75,-0.98,0.28,6,18.75,8.13,29.19,-0.85,0.25,7,22.12,13.4,31.1,-0.76,0.24,7,22.12,13.4,32.06,-0.9,0.24,8,17.7,11.9,29.05,-1.18,0.24,8,13.74,8.49,20.75,-0.98,0.24,8,16.98,10.33,26.29,-0.74,0.24,9,23.11,14.08,35.68,-0.87,0.22,9,19.91,12.26,30.19,-0.77,0.22,9,21.33,14.15,33.49,-0.52,0.2,9,27.67,18.36,39.13
PHILIPPINES,PHL,-0.48,0.37,4,30.29,16.75,49.28,-0.3,0.34,4,32.69,19.62,55.02,-1.41,0.3,5,11.06,5.26,19.62,-0.91,0.28,6,18.75,12.92,29.67,-1.58,0.28,6,7.21,3.83,18.18,-1.68,0.28,7,5.29,3.35,13.4,-1.22,0.27,7,13.46,5.74,23.92,-1.65,0.24,8,8.17,2.39,13.4,-1.63,0.24,8,8.17,3.83,12.44,-1.77,0.24,8,8.13,2.38,10.95,-1.71,0.24,8,5.69,2.83,11.32,-1.63,0.24,8,5.19,3.76,12.21,-1.38,0.24,9,9.91,5.63,17.37,-1.16,0.22,9,14.22,7.55,21.7,-1.06,0.22,9,16.59,8.02,24.06,-0.7,0.2,9,22.82,12.56,30.92
POLAND,POL,0.72,0.37,4,70.19,49.28,96.17,0.74,0.34,4,71.15,51.2,94.74,0.22,0.3,5,54.81,34.93,70.81,0.65,0.28,6,65.87,48.8,86.6,0.54,0.28,6,63.46,46.89,83.25,0.11,0.28,7,50,33.01,64.11,0.34,0.27,7,56.73,42.58,70.33,0.33,0.24,8,55.29,43.54,67.46,0.64,0.24,8,69.71,53.11,84.69,0.86,0.24,8,77.51,60.48,95.24,0.9,0.24,8,80.09,63.68,93.87,0.99,0.24,8,83.02,67.61,94.37,1.06,0.24,9,83.96,69.01,98.12,1.03,0.22,9,83.41,68.87,97.64,0.96,0.22,9,78.67,65.57,94.34,0.87,0.2,9,76.7,64.73,91.3
PORTUGAL,PRT,1.22,0.37,4,93.27,63.64,100,1.31,0.34,4,96.15,71.29,100,1.34,0.3,5,95.67,75.6,100,1.36,0.28,6,95.67,79.43,100,1.27,0.28,6,96.15,71.77,100,0.95,0.28,7,79.33,63.16,97.13,1.02,0.27,7,81.73,65.07,99.52,0.92,0.24,8,77.88,63.16,95.69,0.78,0.24,8,73.08,57.89,92.82,0.97,0.24,8,80.86,67.62,96.67,0.76,0.24,8,72.51,57.08,89.62,0.7,0.24,8,70.75,55.87,87.32,0.72,0.24,8,69.34,58.22,89.2,0.76,0.22,9,70.62,59.91,88.68,0.73,0.22,9,68.72,58.96,88.21,0.79,0.2,9,73.3,61.35,88.89
PUERTO RICO,PRI,0.19,0.61,1,52.4,21.05,87.56,0.19,0.58,1,52.4,22.49,89,0.18,0.59,1,53.85,22.97,87.56,0.22,0.52,1,51.44,25.84,84.69,0.28,0.42,1,55.29,31.58,81.82,0.6,0.38,2,65.38,44.98,92.82,0.48,0.38,2,62.98,41.15,86.6,0.42,0.37,2,59.13,40.19,83.73,0.46,0.33,3,61.06,40.19,83.25,0.32,0.32,3,55.5,36.67,76.19,0.17,0.31,3,51.18,33.02,69.81,0.41,0.29,4,58.02,43.66,77.93,0.63,0.28,4,67.92,53.05,87.79,0.63,0.26,4,67.77,53.3,84.91,0.25,0.26,4,57.35,39.62,67.45,0.74,0.23,4,70.87,58.94,88.89
QATAR,QAT,0.2,0.37,4,53.37,33.49,71.77,0.98,0.34,4,79.81,60.29,100,1.06,0.33,4,83.17,65.55,99.04,0.74,0.31,4,71.15,52.63,94.74,1.14,0.3,4,88.46,66.03,99.52,1.08,0.29,5,85.1,65.55,99.52,0.99,0.28,6,80.77,64.59,99.04,0.91,0.26,7,75.96,60.29,95.69,0.94,0.26,6,79.81,62.2,96.65,1.1,0.26,6,87.56,69.05,100,1.21,0.24,8,91,75.94,100,1.12,0.24,8,88.21,70.89,97.65,1.17,0.25,7,90.09,70.42,99.06,1.21,0.23,8,91.47,73.11,99.53,1.19,0.23,8,91.47,71.23,99.06,1,0.2,8,83.01,68.6,97.1
RÄUNION,REU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.46,0.44,1,62.02,36.36,92.34,0.51,0.46,1,64.42,37.8,91.87,0.76,0.44,1,69.71,46.89,99.52,0.73,0.41,1,71.63,44.98,98.56,0.48,0.4,1,61.24,38.1,90,0.42,0.37,1,60.66,38.68,86.32,0.43,0.41,1,59.91,36.15,87.79,0.46,0.43,1,62.26,38.97,89.67,0.47,0.37,1,62.09,41.04,87.74,0.47,0.41,1,63.03,38.68,90.57,0.31,0.32,1,57.77,36.71,76.33
ROMANIA,ROM,0.49,0.37,4,62.5,44.5,85.17,0.38,0.34,4,59.13,39.23,78.47,-0.48,0.33,4,30.29,17.22,48.8,0.39,0.3,5,58.65,42.11,79.43,0.29,0.28,6,55.77,37.8,70.33,0.04,0.28,7,47.12,31.1,63.16,0.07,0.27,7,49.04,35.89,64.59,0.13,0.24,8,50,36.84,63.16,0.17,0.24,8,49.52,36.84,65.07,0.16,0.24,8,50.24,35.71,65.24,0.35,0.24,8,56.87,42.92,70.75,0.25,0.24,8,53.77,40.85,68.08,0.17,0.24,9,53.77,38.97,64.32,0.07,0.22,9,48.34,37.26,60.38,0.16,0.22,9,53.08,38.68,64.62,0.08,0.2,9,49.51,34.78,59.42
RUSSIAN FEDERATION,RUS,-1.23,0.37,4,12.02,5.26,24.4,-1.12,0.34,4,14.9,7.66,27.75,-1.42,0.3,5,10.1,5.26,19.62,-0.77,0.28,6,24.04,16.27,35.89,-1.2,0.28,6,14.42,5.74,25.36,-1.46,0.28,7,7.69,4.31,18.66,-1.25,0.27,7,12.5,5.74,22.97,-0.91,0.24,8,19.23,12.92,29.67,-0.86,0.24,8,18.75,12.44,28.71,-0.76,0.24,8,20.1,13.81,30.95,-0.95,0.24,8,18.01,10.85,27.36,-0.91,0.24,8,18.87,10.8,27.23,-0.99,0.24,9,17.45,10.33,28.17,-0.83,0.22,9,20.38,13.68,32.08,-0.74,0.22,9,22.27,15.57,36.32,-0.84,0.2,9,18.45,10.63,28.99
RWANDA,RWA,-1.95,0.48,2,3.85,0.48,13.88,-2.15,0.44,2,3.85,0.48,10.05,-1.81,0.46,2,5.29,0.48,16.75,-1.78,0.45,2,4.81,0.48,18.18,-1.16,0.36,2,15.87,5.74,28.23,-1.17,0.38,2,14.42,4.78,27.75,-0.97,0.4,2,19.23,6.7,36.36,-0.68,0.29,4,25.48,13.88,40.19,-0.31,0.29,4,34.13,20.57,48.8,-0.3,0.29,4,33.49,20,50.95,-0.47,0.29,4,29.86,18.4,44.34,-0.2,0.27,5,38.68,25.82,53.99,-0.14,0.27,5,41.51,29.11,58.22,-0.2,0.24,6,39.34,26.42,53.3,-0.08,0.24,6,43.6,30.66,58.02,-0.1,0.22,6,42.72,29.95,57
SAMOA,WSM,1.25,0.48,2,95.19,60.29,100,1.27,0.44,2,94.71,63.64,100,1.19,0.46,2,88.94,63.16,100,0.99,0.45,2,81.73,54.55,100,1.26,0.36,2,95.67,68.42,100,1.16,0.34,3,90.38,66.51,100,1.16,0.35,3,88.46,65.55,100,1.14,0.34,3,88.94,64.59,100,1.03,0.32,3,84.62,61.72,100,1.13,0.32,3,89.95,67.62,100,0.98,0.32,3,84.83,61.32,99.06,0.79,0.33,3,73.58,54.46,93.9,1.01,0.31,3,82.08,62.91,99.06,1.02,0.29,3,82.94,63.21,99.06,1.01,0.3,3,82.94,64.62,99.06,1.15,0.26,3,90.78,70.53,99.52
SAN MARINO,SMR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.2,0.57,1,94.71,54.07,100,1.15,0.61,1,88.94,51.2,100,1.08,0.64,1,86.06,47.37,100,1.08,0.66,1,86.06,45.93,100,1.12,0.66,1,88.94,44.02,100,1.04,0.68,1,85.17,40.95,100,1.47,0.55,2,99.05,65.57,100,1.54,0.48,2,99.06,71.36,100,1.09,0.61,1,86.32,49.77,100,1.06,0.64,1,86.73,45.28,100,1.1,0.6,1,88.15,50.94,100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
SíO TOMÄ AND PRINCIPE,STP,0.96,0.48,2,81.73,51.2,100,1,0.44,2,81.73,55.98,100,1.05,0.46,2,82.69,56.94,100,0.47,0.45,2,63.46,37.32,88.52,0.23,0.36,2,52.4,33.97,72.25,0.6,0.38,2,66.35,44.98,92.82,0.61,0.4,2,66.35,44.5,91.87,0.33,0.32,3,54.81,40.19,74.16,0.41,0.32,3,59.13,39.23,79.43,0.18,0.32,3,51.67,31.9,70,0.15,0.29,4,50.24,33.96,69.34,0.12,0.28,4,51.42,33.8,66.67,0,0.31,3,47.64,29.58,63.85,0.02,0.29,3,46.92,33.02,62.74,0.12,0.3,3,51.18,36.32,65.57,0.15,0.26,3,52.91,34.3,65.22
SAUDI ARABIA,SAU,-0.26,0.37,4,37.5,20.57,55.98,0.02,0.34,4,46.15,27.75,64.11,0.11,0.33,4,50.96,31.58,68.9,-0.09,0.31,4,42.79,26.79,60.29,0.1,0.3,4,47.6,33.01,65.55,-0.68,0.29,5,24.04,14.83,38.28,-0.25,0.29,5,37.5,24.88,55.02,-0.54,0.25,6,29.33,17.7,42.11,-0.5,0.24,7,27.88,18.66,39.23,-0.37,0.24,7,30.62,20,45.24,-0.51,0.24,7,27.96,19.34,41.51,-0.22,0.24,7,36.79,25.82,52.11,-0.46,0.25,6,31.6,20.19,45.54,-0.45,0.23,7,32.7,21.23,42.45,-0.41,0.23,7,33.18,20.75,45.75,-0.24,0.21,7,35.44,25.6,51.21
SENEGAL,SEN,-0.72,0.37,4,22.12,10.53,43.54,-1.07,0.34,4,15.87,8.13,27.75,-0.7,0.33,4,25,13.4,39.23,-0.34,0.31,4,34.62,21.53,48.33,-0.29,0.29,5,36.06,24.88,49.76,-0.02,0.29,5,45.67,28.71,62.2,-0.22,0.29,5,39.42,25.36,55.98,-0.28,0.25,6,35.1,25.36,51.2,-0.25,0.24,7,36.06,24.4,48.33,-0.15,0.24,7,39.23,27.62,53.81,-0.2,0.24,7,38.39,25.94,51.42,-0.43,0.24,7,31.6,21.6,45.07,-0.3,0.24,8,37.74,24.88,49.77,-0.12,0.22,8,41.23,31.13,55.66,-0.06,0.23,8,44.08,32.55,58.02,-0.13,0.2,8,41.26,29.47,55.56
SERBIA,SRB,-1.15,0.37,4,14.42,6.22,27.27,-2.19,0.34,4,3.37,0.48,8.13,-1.7,0.33,4,7.21,1.44,14.35,-0.6,0.31,4,26.44,17.7,42.58,-0.61,0.29,5,26.92,18.66,39.23,-0.56,0.28,6,26.92,18.18,42.58,-0.77,0.28,6,24.52,13.4,36.36,-0.56,0.29,5,27.4,17.7,43.54,-0.61,0.26,6,25.48,16.75,39.23,-0.56,0.26,6,26.79,16.19,40,-0.49,0.24,7,28.91,19.34,41.51,-0.44,0.24,7,30.66,21.6,44.13,-0.3,0.24,7,37.26,24.88,49.77,-0.22,0.22,8,38.39,26.42,51.42,-0.08,0.23,8,43.13,31.13,58.02,0.18,0.2,8,53.4,39.61,64.25
SEYCHELLES,SYC,0.96,0.48,2,81.73,51.2,100,1,0.44,2,81.73,55.98,100,1.19,0.46,2,88.94,63.16,100,0.84,0.45,2,76.92,47.37,99.52,0.63,0.36,2,65.87,44.5,94.74,0.67,0.31,4,70.67,53.11,91.39,0.94,0.31,4,78.37,59.81,99.04,0.92,0.29,4,78.37,60.29,96.17,0.82,0.29,4,75.48,56.94,96.17,0.77,0.29,4,71.77,54.29,95.24,0.62,0.29,4,69.19,49.53,87.26,0.88,0.28,4,78.3,58.69,94.37,0.96,0.27,4,78.77,63.85,98.12,0.76,0.25,5,70.14,59.43,90.09,0.84,0.25,5,72.04,61.32,91.98,0.42,0.22,5,60.19,46.86,72.46
SIERRA LEONE,SLE,-1.82,0.43,3,5.29,1.91,14.83,-2.28,0.38,3,2.88,0.48,8.13,-1.97,0.4,3,4.33,0,12.44,-0.86,0.4,3,21.15,11,39.71,-1.12,0.33,3,18.27,5.74,28.23,-0.44,0.32,4,29.81,19.14,48.33,-0.43,0.32,4,34.13,20.57,50.24,-0.26,0.32,4,37.98,22.97,54.55,-0.02,0.3,4,42.79,27.27,61.72,-0.21,0.3,4,37.32,22.86,54.29,-0.3,0.27,5,34.6,22.17,50,-0.24,0.27,5,36.32,24.88,52.58,-0.17,0.26,5,40.57,28.17,55.4,-0.28,0.22,8,37.44,25.47,49.06,-0.17,0.23,8,40.76,28.3,55.19,-0.22,0.2,8,36.89,26.57,51.21
SINGAPORE,SGP,1.07,0.37,4,85.1,61.24,100,0.83,0.34,4,75,56.46,98.56,1.04,0.3,5,81.25,65.55,99.04,1.18,0.28,6,88.46,69.86,99.52,0.86,0.28,6,76.44,57.89,96.65,1.11,0.28,7,86.54,69.38,99.52,1.13,0.27,7,87.02,66.99,99.52,1.21,0.24,8,93.75,71.29,100,1.15,0.24,8,89.9,72.25,100,1.31,0.24,8,96.17,78.1,100,1.14,0.24,8,89.57,72.17,99.53,1.14,0.24,8,89.62,71.36,97.65,1.18,0.24,9,91.04,70.42,99.06,1.34,0.22,9,96.68,79.72,99.53,1.34,0.22,9,96.68,81.13,99.53,1.23,0.2,9,92.23,78.74,99.52
SLOVAK REPUBLIC,SVK,0.81,0.37,4,72.6,53.59,99.52,1.08,0.34,4,86.54,62.68,100,0.57,0.33,4,65.87,45.93,87.08,0.85,0.28,6,78.37,58.37,95.22,0.91,0.28,6,80.29,59.81,97.13,0.54,0.28,7,63.94,48.8,80.38,0.85,0.27,7,73.08,58.85,93.3,0.76,0.26,7,70.19,55.5,91.87,1.01,0.26,7,83.65,66.99,98.56,1.07,0.26,7,86.6,68.57,99.52,0.88,0.24,8,78.67,63.21,91.98,1.02,0.24,8,85.38,68.08,94.84,0.96,0.24,8,78.3,64.32,96.71,1.07,0.23,8,87.68,68.87,98.58,1.1,0.23,8,88.63,67.92,98.58,1.02,0.2,8,84.95,68.6,97.58
SLOVENIA,SVN,1.21,0.4,3,91.83,63.64,100,1.13,0.34,4,88.94,64.11,100,0.79,0.3,5,74.04,56.94,94.26,1.21,0.28,6,92.79,71.77,100,1.15,0.28,6,88.94,69.38,99.52,1.03,0.28,7,82.69,64.59,99.04,1.05,0.27,7,83.65,66.03,99.52,1.06,0.26,7,84.13,65.55,99.52,1.07,0.26,7,86.06,69.86,100,1.12,0.26,7,89.47,69.52,100,0.9,0.24,8,79.15,63.68,93.87,0.83,0.24,8,75.94,61.03,90.61,0.94,0.25,7,76.89,64.32,96.71,0.92,0.22,9,75.83,63.68,92.92,0.87,0.22,9,73.93,64.62,91.98,0.79,0.2,9,73.79,61.35,88.89
