country,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
Year,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014
TANZANIA,-0.73,0.25,3.00,24.39,12.14,43.69,-0.42,0.20,5.00,39.51,22.82,54.37,-0.42,0.21,5.00,40.49,23.79,53.88,-0.40,0.19,7.00,40.49,27.18,53.40,-0.37,0.17,8.00,40.98,28.64,54.85,-0.42,0.17,9.00,42.44,24.76,51.94,-0.39,0.17,9.00,41.46,30.58,51.94,-0.34,0.17,10.00,43.41,29.61,53.40,-0.38,0.19,10.00,42.72,27.05,52.17,-0.48,0.19,10.00,38.83,20.77,48.31,-0.59,0.18,11.00,33.49,20.48,46.19,-0.58,0.18,11.00,33.49,19.52,45.24,-0.63,0.18,11.00,30.33,17.92,43.87,-0.69,0.18,11.00,28.23,16.19,41.43,-0.75,0.17,12.00,24.88,15.71,38.10,-0.64,0.18,12.00,26.92,16.75,42.11
THAILAND,0.27,0.23,5.00,62.93,53.40,75.73,0.09,0.19,6.00,59.02,47.09,68.45,0.20,0.19,6.00,61.46,52.43,70.87,0.29,0.17,7.00,63.90,57.77,72.33,0.38,0.17,7.00,66.34,60.68,72.82,0.36,0.18,8.00,67.80,60.68,73.79,0.43,0.17,8.00,66.83,58.74,72.33,0.40,0.18,10.00,66.83,58.74,73.30,0.37,0.19,9.00,65.53,54.59,74.40,0.25,0.20,9.00,63.11,52.66,71.50,0.28,0.19,10.00,62.68,54.76,70.00,0.19,0.19,10.00,62.20,50.00,69.05,0.21,0.19,10.00,61.14,50.94,68.40,0.21,0.19,10.00,60.77,50.95,69.05,0.21,0.18,10.00,61.24,50.95,69.05,0.34,0.19,10.00,65.87,55.98,72.73
TIMOR-LESTE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.80,0.32,1.00,25.37,6.80,46.60,-0.98,0.24,2.00,14.63,5.34,32.52,-0.68,0.25,3.00,25.85,9.71,48.06,-0.97,0.24,3.00,16.10,6.80,34.47,-1.05,0.23,4.00,14.15,5.34,29.13,-1.14,0.25,4.00,12.14,3.38,26.09,-1.15,0.26,4.00,11.65,2.42,26.57,-1.16,0.22,6.00,10.05,2.86,23.81,-1.21,0.23,6.00,9.57,3.33,21.90,-1.13,0.23,6.00,11.85,4.72,25.00,-1.19,0.22,6.00,11.96,3.33,22.38,-1.26,0.21,6.00,9.57,1.90,19.52,-1.16,0.23,6.00,12.50,5.74,21.53
TOGO,-0.80,0.29,2.00,22.44,6.80,43.69,-0.98,0.24,4.00,14.15,5.34,30.10,-1.24,0.25,4.00,7.80,2.91,19.42,-1.37,0.22,5.00,5.85,1.94,12.62,-1.55,0.23,5.00,3.90,0.97,9.71,-1.60,0.21,6.00,2.44,0.49,7.77,-1.50,0.21,6.00,3.90,0.49,12.14,-1.57,0.20,8.00,2.93,0.49,8.74,-1.51,0.21,7.00,3.40,0.97,12.08,-1.47,0.21,7.00,4.37,0.97,12.08,-1.39,0.20,8.00,6.22,1.43,13.33,-1.38,0.20,9.00,5.74,1.90,13.81,-1.36,0.20,10.00,6.16,1.89,14.62,-1.33,0.19,10.00,7.18,2.38,15.71,-1.32,0.18,11.00,9.09,1.90,15.71,-1.26,0.20,11.00,9.62,4.78,16.75
TONGA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.30,0.50,1.00,44.88,10.19,71.36,-0.50,0.28,2.00,37.56,15.05,54.37,-0.84,0.30,2.00,21.95,6.80,43.69,-0.53,0.26,2.00,34.63,16.02,53.88,-0.66,0.23,3.00,26.34,11.65,47.57,-0.59,0.25,3.00,33.66,15.05,49.03,-0.67,0.27,3.00,28.78,13.11,46.12,-0.48,0.29,3.00,37.86,16.43,54.11,-0.48,0.30,3.00,39.32,15.46,56.52,-0.35,0.29,4.00,44.98,20.95,58.57,-0.32,0.28,4.00,43.54,24.29,60.48,-0.36,0.29,4.00,43.13,20.75,60.38,-0.19,0.31,3.00,46.89,28.10,62.86,-0.20,0.30,3.00,46.89,28.10,61.90,-0.08,0.33,3.00,50.96,28.23,70.81
TRINIDAD AND TOBAGO,-0.03,0.25,3.00,56.10,34.95,65.05,0.34,0.21,4.00,65.37,55.34,76.21,0.47,0.20,5.00,70.24,60.68,79.13,0.35,0.19,5.00,65.37,58.74,74.27,0.48,0.18,5.00,69.27,61.65,77.18,0.37,0.19,6.00,68.29,60.19,75.24,0.19,0.18,6.00,60.49,51.94,68.93,0.14,0.20,6.00,59.51,50.00,68.45,0.21,0.21,6.00,61.65,51.21,71.50,0.17,0.22,6.00,59.71,47.34,70.05,0.30,0.22,6.00,64.11,52.38,72.38,0.27,0.22,6.00,63.64,50.48,70.48,0.32,0.22,6.00,63.98,53.77,72.17,0.40,0.21,7.00,64.59,57.62,73.33,0.35,0.20,7.00,63.64,55.71,70.48,0.29,0.22,7.00,64.42,52.15,72.73
TUNISIA,0.41,0.25,3.00,66.83,56.80,77.67,0.55,0.20,5.00,72.68,61.65,79.13,0.52,0.21,5.00,71.22,61.17,79.13,0.63,0.17,7.00,73.66,65.05,80.10,0.55,0.17,7.00,71.22,65.05,77.67,0.48,0.17,8.00,70.24,64.56,76.21,0.42,0.17,8.00,65.85,58.74,72.33,0.58,0.17,9.00,71.71,65.05,77.18,0.47,0.19,10.00,68.45,58.45,77.78,0.31,0.18,10.00,66.02,55.56,71.98,0.40,0.18,10.00,65.55,58.10,73.33,0.24,0.19,10.00,63.16,51.43,69.05,0.03,0.18,11.00,55.92,45.75,64.15,-0.05,0.19,10.00,53.59,42.86,61.43,-0.07,0.17,12.00,52.63,43.33,60.48,-0.13,0.18,12.00,48.56,37.32,60.77
TURKEY,-0.01,0.23,5.00,56.59,41.26,65.05,-0.28,0.19,6.00,45.85,29.13,57.28,0.02,0.19,7.00,57.07,44.17,65.53,0.04,0.17,8.00,59.02,47.57,64.56,0.04,0.17,8.00,59.51,48.06,65.05,0.04,0.18,9.00,59.51,48.06,66.50,0.16,0.17,9.00,60.00,51.94,67.48,0.16,0.18,11.00,60.00,52.43,67.96,0.30,0.19,11.00,64.08,53.62,72.95,0.26,0.19,11.00,63.59,52.66,71.50,0.29,0.19,11.00,63.64,55.71,70.48,0.31,0.19,11.00,64.59,55.71,70.00,0.36,0.19,11.00,65.40,56.13,71.70,0.40,0.19,11.00,65.07,58.57,72.38,0.37,0.18,11.00,65.07,58.57,70.48,0.38,0.19,11.00,67.31,56.46,73.68
TURKMENISTAN,-1.20,0.31,1.00,11.22,3.40,26.21,-1.26,0.29,2.00,7.32,2.91,21.84,-1.34,0.29,2.00,5.85,2.91,16.99,-1.53,0.25,3.00,4.39,0.49,10.68,-1.56,0.27,3.00,2.93,0.97,10.68,-1.68,0.28,3.00,1.46,0.00,7.77,-1.62,0.22,4.00,1.95,0.49,9.22,-1.56,0.25,4.00,3.41,0.49,11.17,-1.44,0.26,4.00,4.85,0.97,16.43,-1.43,0.25,4.00,4.85,0.97,14.98,-1.47,0.26,4.00,4.31,0.48,13.33,-1.58,0.26,4.00,3.35,0.48,10.95,-1.61,0.26,4.00,4.27,0.47,9.91,-1.29,0.24,6.00,8.13,0.95,19.52,-1.32,0.23,6.00,8.61,0.95,18.10,-0.86,0.26,6.00,17.79,8.61,36.84
TUVALU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.42,0.34,1.00,68.29,51.46,81.55,-0.04,0.35,1.00,55.61,31.07,69.90,-1.08,0.30,1.00,11.71,2.43,32.52,-0.75,0.27,2.00,22.44,8.25,47.09,-0.07,0.28,2.00,55.61,36.41,64.56,-0.41,0.30,2.00,40.98,19.42,57.28,-0.51,0.35,2.00,35.44,14.49,54.59,-0.63,0.37,2.00,30.58,9.18,55.56,-0.47,0.38,2.00,40.19,11.43,59.52,-0.50,0.38,2.00,38.28,12.38,59.05,-0.79,0.31,3.00,22.75,8.02,45.75,-0.69,0.31,3.00,28.71,11.90,48.10,-0.65,0.30,3.00,30.14,12.86,48.57,-0.93,0.33,3.00,16.83,5.74,39.23
UGANDA,-0.73,0.25,3.00,24.39,12.14,43.69,-0.39,0.20,5.00,41.46,24.27,54.85,-0.38,0.21,5.00,40.98,25.73,54.37,-0.42,0.19,7.00,38.54,26.70,52.91,-0.34,0.17,8.00,42.44,29.13,55.34,-0.34,0.17,9.00,46.83,31.07,56.31,-0.54,0.17,9.00,36.10,23.79,46.60,-0.48,0.17,11.00,37.07,26.70,48.54,-0.41,0.18,11.00,40.78,26.57,51.69,-0.57,0.18,11.00,34.95,17.87,46.38,-0.62,0.18,11.00,32.06,19.05,46.19,-0.52,0.18,11.00,36.84,22.86,46.67,-0.51,0.18,11.00,37.91,21.23,47.64,-0.57,0.18,11.00,32.06,21.43,45.24,-0.57,0.17,12.00,32.54,22.38,44.29,-0.40,0.18,12.00,38.46,24.88,49.76
UKRAINE,-0.71,0.26,3.00,25.85,12.14,45.15,-0.92,0.20,5.00,16.59,8.25,30.10,-0.75,0.20,6.00,24.88,11.65,40.29,-0.66,0.18,7.00,29.27,15.05,42.23,-0.58,0.18,7.00,33.17,18.93,45.15,-0.54,0.18,7.00,33.66,19.42,48.06,-0.58,0.18,7.00,34.15,21.36,45.15,-0.54,0.19,9.00,34.63,20.39,46.12,-0.67,0.19,10.00,28.64,16.43,44.44,-0.71,0.20,10.00,27.67,14.98,41.55,-0.80,0.19,10.00,22.01,10.95,39.52,-0.75,0.20,10.00,25.36,13.81,41.90,-0.81,0.20,10.00,21.80,12.74,39.15,-0.58,0.19,10.00,31.58,19.52,45.24,-0.65,0.19,10.00,30.62,17.14,43.81,-0.38,0.20,10.00,40.38,24.40,53.11
UNITED ARAB EMIRATES,0.63,0.25,3.00,72.68,61.17,83.50,0.75,0.22,3.00,76.59,67.48,83.98,0.76,0.24,3.00,78.05,66.99,85.92,0.82,0.20,4.00,77.07,69.42,85.92,0.56,0.21,4.00,72.20,62.62,78.16,0.76,0.20,5.00,76.59,68.45,82.52,0.75,0.19,5.00,74.15,67.48,82.52,0.92,0.20,6.00,79.51,71.84,85.92,0.92,0.22,6.00,79.61,71.50,87.44,0.88,0.23,6.00,78.16,68.60,85.02,1.02,0.22,7.00,81.34,72.38,87.62,0.91,0.22,7.00,77.99,69.05,86.67,1.06,0.21,8.00,81.99,72.64,87.74,1.14,0.21,8.00,83.25,73.33,89.52,1.17,0.20,8.00,83.25,73.81,90.95,1.48,0.22,8.00,90.38,82.30,97.61
UNITED KINGDOM,1.88,0.23,5.00,95.12,89.81,100.00,1.92,0.21,5.00,94.63,89.81,100.00,1.86,0.21,5.00,93.66,89.32,100.00,1.85,0.19,5.00,93.17,89.32,99.51,1.83,0.19,5.00,94.15,89.81,99.03,1.90,0.21,5.00,93.17,90.29,99.51,1.75,0.19,5.00,94.63,88.83,99.03,1.72,0.20,7.00,93.66,87.86,98.54,1.66,0.21,7.00,93.20,87.44,97.58,1.64,0.22,7.00,93.20,86.47,98.07,1.50,0.21,7.00,89.95,82.38,97.62,1.56,0.22,7.00,91.87,83.33,98.10,1.55,0.22,7.00,91.94,83.49,98.11,1.53,0.22,7.00,91.87,83.81,97.62,1.47,0.21,7.00,89.95,81.90,97.62,1.62,0.23,7.00,92.79,87.08,98.56
UNITED STATES,1.71,0.23,5.00,92.20,87.86,99.51,1.80,0.21,5.00,92.68,89.32,100.00,1.84,0.21,5.00,93.17,89.32,100.00,1.70,0.19,5.00,91.22,88.83,97.57,1.61,0.19,5.00,91.22,87.38,95.15,1.80,0.21,5.00,92.20,89.81,98.06,1.57,0.19,5.00,91.22,87.86,96.12,1.60,0.20,7.00,91.71,87.38,97.57,1.65,0.21,7.00,92.72,87.44,97.58,1.60,0.22,7.00,92.23,85.02,98.07,1.50,0.21,7.00,90.43,82.38,97.62,1.55,0.22,7.00,91.39,83.33,98.10,1.51,0.22,7.00,91.00,82.55,97.64,1.51,0.22,7.00,90.43,83.81,97.14,1.50,0.21,7.00,90.91,82.86,97.62,1.46,0.23,7.00,89.90,81.82,97.61
URUGUAY,0.50,0.25,4.00,68.78,59.22,81.07,0.45,0.21,4.00,70.24,59.22,78.16,0.43,0.20,5.00,68.78,60.68,78.16,0.58,0.18,7.00,72.68,63.59,79.13,0.50,0.17,7.00,69.76,62.14,77.18,0.35,0.18,8.00,66.83,59.71,73.30,0.51,0.17,8.00,69.27,62.14,74.76,0.39,0.19,8.00,65.85,57.28,73.30,0.51,0.21,8.00,70.39,58.94,77.78,0.51,0.21,8.00,68.93,59.42,77.29,0.60,0.19,10.00,70.33,62.38,77.14,0.64,0.20,10.00,70.81,65.24,78.57,0.56,0.20,10.00,69.67,62.26,76.89,0.44,0.20,9.00,66.51,59.05,73.33,0.41,0.19,10.00,66.51,58.57,71.90,0.48,0.20,10.00,71.15,60.29,74.16
UZBEKISTAN,-1.15,0.45,1.00,11.71,1.94,40.29,-1.25,0.30,2.00,7.80,2.91,22.33,-0.95,0.22,4.00,15.12,6.80,31.07,-1.19,0.18,6.00,8.78,5.34,18.45,-1.11,0.17,6.00,10.73,5.34,19.90,-1.01,0.19,6.00,12.68,6.80,24.27,-1.20,0.20,6.00,10.73,3.88,21.36,-1.16,0.21,7.00,10.73,3.88,23.30,-1.09,0.22,7.00,13.59,4.35,26.09,-0.86,0.23,8.00,19.42,9.18,38.16,-0.65,0.24,8.00,30.62,13.33,47.62,-0.74,0.23,8.00,26.32,12.38,43.33,-0.72,0.22,9.00,26.54,13.68,43.87,-0.94,0.22,9.00,17.22,8.10,31.90,-0.94,0.21,9.00,18.18,9.52,31.43,-0.63,0.23,9.00,27.40,16.27,44.50
VANUATU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.44,0.50,1.00,38.54,7.28,67.96,-0.55,0.28,2.00,32.68,12.62,53.88,-0.82,0.30,2.00,22.44,7.77,44.17,-0.88,0.26,2.00,18.54,7.28,37.86,-0.64,0.23,3.00,27.32,12.14,48.06,-0.35,0.25,3.00,43.41,25.73,56.80,-0.47,0.27,3.00,37.56,19.42,54.85,-0.46,0.29,3.00,38.35,16.43,54.59,-0.33,0.30,3.00,45.15,20.77,59.42,-0.35,0.32,3.00,45.45,20.95,60.48,-0.28,0.31,3.00,44.50,24.29,62.86,-0.25,0.31,3.00,46.92,24.53,62.74,-0.22,0.31,3.00,46.41,26.67,61.43,-0.21,0.30,3.00,46.41,27.62,61.90,-0.55,0.33,3.00,31.25,15.31,55.98
"VENEZUELA, RB",-0.72,0.23,6.00,25.37,12.62,42.72,-0.83,0.19,6.00,19.02,10.19,33.50,-0.76,0.19,6.00,24.39,11.65,38.35,-1.01,0.17,8.00,12.20,7.77,26.70,-0.95,0.17,8.00,16.59,8.74,27.18,-1.02,0.17,9.00,12.20,6.80,23.30,-0.90,0.17,9.00,18.54,11.17,32.52,-1.04,0.17,11.00,14.63,7.28,26.70,-1.05,0.19,11.00,15.53,5.80,25.12,-1.11,0.19,11.00,12.62,5.31,20.77,-0.97,0.18,11.00,16.27,7.14,29.05,-1.10,0.19,11.00,12.44,5.24,24.29,-1.19,0.19,11.00,9.48,4.72,18.87,-1.14,0.19,11.00,12.92,6.67,22.38,-1.14,0.18,11.00,13.40,6.67,22.38,-1.23,0.19,11.00,10.10,5.74,17.70
VIETNAM,-0.47,0.24,4.00,34.63,19.42,53.88,-0.37,0.20,5.00,41.95,24.27,55.34,-0.44,0.17,6.00,38.54,25.24,50.00,-0.44,0.16,7.00,37.56,27.18,49.51,-0.43,0.15,7.00,39.02,27.18,53.40,-0.44,0.16,8.00,40.98,24.27,50.00,-0.20,0.17,8.00,48.78,37.86,57.77,-0.20,0.17,10.00,48.78,37.38,56.31,-0.22,0.18,10.00,47.57,34.30,55.56,-0.20,0.19,10.00,47.09,37.20,57.97,-0.25,0.19,10.00,47.85,37.14,57.62,-0.26,0.19,10.00,45.93,33.33,57.14,-0.23,0.19,10.00,47.39,36.79,57.08,-0.29,0.19,10.00,44.50,31.43,57.14,-0.30,0.18,10.00,44.02,31.43,55.24,-0.06,0.20,10.00,52.40,39.23,62.20
VIRGIN ISLANDS (U.S.),#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.56,0.42,1.00,71.71,52.43,87.86,1.25,0.32,1.00,87.80,73.79,95.63,1.25,0.41,1.00,87.32,70.87,97.57,1.24,0.47,1.00,85.92,69.08,97.58,1.27,0.45,1.00,86.41,70.05,98.07,1.26,0.42,1.00,86.60,70.00,97.62,1.26,0.44,1.00,86.12,69.05,98.10,1.24,0.42,1.00,85.31,68.87,98.11,1.26,0.39,1.00,87.08,70.48,98.10,1.27,0.37,1.00,87.08,70.48,98.10,1.17,0.46,1.00,86.06,70.33,98.56
WEST BANK AND GAZA,-1.20,0.31,1.00,11.22,3.40,26.21,-1.19,0.34,1.00,9.27,2.91,27.67,-1.26,0.37,1.00,6.83,1.94,28.16,-1.07,0.32,1.00,11.22,3.88,33.50,-1.30,0.38,1.00,6.83,0.97,27.18,-0.82,0.38,2.00,19.51,5.83,50.00,-1.09,0.31,2.00,13.17,2.91,34.47,-1.11,0.40,2.00,12.20,0.49,39.32,-1.22,0.45,2.00,10.19,0.97,38.16,-1.32,0.43,2.00,5.83,0.97,32.85,-0.71,0.32,3.00,27.27,8.57,49.05,-0.42,0.32,3.00,41.15,17.14,58.10,-0.63,0.31,3.00,29.86,11.79,50.00,-0.75,0.30,3.00,26.32,9.52,45.24,-0.77,0.29,3.00,23.92,10.00,43.81,-0.53,0.34,3.00,32.21,15.31,56.46
"YEMEN, REP.",-0.59,0.25,3.00,30.73,15.05,49.51,-0.75,0.21,4.00,22.44,11.17,40.78,-0.78,0.22,4.00,21.95,10.19,39.32,-0.81,0.19,5.00,23.41,10.68,34.47,-0.74,0.19,5.00,24.39,12.62,39.32,-0.91,0.20,6.00,15.12,7.77,31.55,-0.93,0.20,6.00,17.56,9.71,32.52,-0.92,0.21,8.00,19.02,8.74,33.50,-0.86,0.21,8.00,17.96,10.63,36.23,-0.87,0.21,8.00,17.96,9.18,36.71,-1.08,0.21,8.00,12.44,4.76,27.14,-1.02,0.21,8.00,14.35,6.19,29.05,-1.13,0.20,9.00,12.32,5.19,21.70,-1.28,0.20,8.00,9.09,2.86,17.14,-1.20,0.19,8.00,11.96,4.29,20.00,-1.41,0.21,8.00,7.21,1.91,15.79
ZAMBIA,-1.06,0.25,3.00,13.66,3.88,28.16,-0.86,0.20,5.00,17.56,10.19,32.52,-0.86,0.21,5.00,17.07,9.22,35.92,-0.81,0.19,7.00,24.39,10.68,34.47,-0.82,0.17,8.00,20.00,11.65,33.98,-0.82,0.17,9.00,20.00,10.19,33.50,-0.94,0.18,8.00,17.07,9.71,31.07,-0.81,0.17,10.00,22.93,13.59,34.95,-0.71,0.19,10.00,26.21,16.43,41.06,-0.73,0.19,10.00,25.24,14.98,41.06,-0.79,0.18,11.00,22.49,11.43,38.57,-0.83,0.18,11.00,22.49,11.43,36.67,-0.64,0.18,11.00,28.91,17.45,43.87,-0.50,0.18,11.00,37.80,23.33,46.67,-0.52,0.17,12.00,36.36,23.81,45.24,-0.47,0.18,12.00,36.06,22.01,46.41
ZIMBABWE,-0.23,0.24,4.00,47.32,29.13,60.68,-0.37,0.19,6.00,42.93,25.24,55.34,-0.78,0.19,6.00,22.93,11.17,37.86,-0.90,0.17,8.00,18.05,8.74,31.07,-0.95,0.17,8.00,16.10,8.74,27.18,-0.95,0.17,9.00,13.66,7.77,26.21,-1.29,0.17,9.00,8.29,3.40,15.05,-1.30,0.17,11.00,7.80,2.91,15.53,-1.27,0.18,11.00,7.77,3.38,16.43,-1.50,0.18,11.00,3.40,0.97,10.14,-1.52,0.18,11.00,2.87,0.48,8.57,-1.50,0.18,11.00,3.83,0.95,10.48,-1.36,0.18,11.00,6.64,2.36,14.15,-1.20,0.19,10.00,11.48,4.29,20.95,-1.18,0.18,11.00,12.44,6.19,20.00,-1.18,0.19,11.00,12.02,5.74,18.18
